1698859520692, 1.000000, 64
1698859520696, 2.000000, 64
1698859520696, 3.000000, 64
1698859520698, 4.000000, 64
1698859520698, 5.000000, 64
1698859520699, 6.000000, 64
1698859520699, 7.000000, 64
1698859520701, 8.000000, 64
1698859520701, 9.000000, 64
1698859520701, 10.000000, 64
1698859520701, 11.000000, 64
1698859520701, 12.000000, 64
1698859520701, 13.000000, 64
1698859520701, 14.000000, 64
1698859520701, 15.000000, 64
1698859520704, 16.000000, 64
1698859520704, 17.000000, 64
1698859520704, 2.000000, 8
1698859520704, 3.000000, 8
1698859520704, 4.000000, 8
1698859520704, 2.000000, 2
1698859520704, 2.500000, 2
1698859520704, 2.900000, 2
1698859520704, 2.000000, 2
1698859520704, 2.500000, 2
1698859520704, 2.900000, 2
1698859520704, 2.000000, 2
1698859520704, 2.500000, 2
1698859520704, 2.900000, 2
1698859520704, 2.000000, 2
1698859520706, 2.500000, 2
1698859520706, 2.900000, 2
1698859520731, 2.000000, 2
1698859520750, 2.000000, 2
1698859520752, 2.500000, 2
1698859520752, 2.900000, 2
1698859520752, 3.244828, 2
1698859520755, 3.553010, 2
1698859520755, 3.834462, 2
1698859520757, 4.095255, 2
1698859520757, 4.339440, 2
1698859520757, 4.569884, 2
1698859520757, 4.788708, 2
1698859520760, 4.997533, 2
1698859520760, 5.197631, 2
1698859520760, 5.390027, 2
1698859520760, 5.575554, 2
1698859520760, 5.754909, 2
1698859520762, 5.928673, 2
1698859520762, 6.097345, 2
1698859520763, 6.261351, 2
1698859520763, 6.421061, 2
1698859520763, 6.576798, 2
1698859520763, 6.728848, 2
1698859520765, 6.877461, 2
1698859520765, 7.022864, 2
1698859520765, 7.165256, 2
1698859520765, 7.304818, 2
1698859520765, 7.441714, 2
1698859520767, 7.576092, 2
1698859520767, 7.708086, 2
1698859520768, 7.837820, 2
1698859520768, 7.965406, 2
1698859520768, 8.090949, 2
1698859520768, 8.214544, 2
1698859520768, 1.000000, 4
1698859520768, 2.000000, 4
1698859520769, 3.000000, 4
1698859520769, 4.000000, 4
1698859520770, 4.250000, 4
1698859520770, 1.000000, 2
1698859520770, 1.000000, 2
1698859520770, 1.000000, 2
1698859520770, 2.000000, 2
1698859520770, 2.000000, 2
1698859520773, 2.500000, 2
1698859520773, 2.900000, 2
1698859520773, 3.244828, 2
1698859520773, 2.000000, 2
1698859520775, 2.500000, 2
1698859520775, 2.900000, 2
1698859520775, 3.244828, 2
1698859520775, 3.553010, 2
1698859520778, 3.834462, 2
1698859520778, 4.095255, 2
1698859520778, 4.339440, 2
1698859520778, 4.569884, 2
1698859520781, 4.788708, 2
1698859520781, 4.997533, 2
1698859520781, 5.197631, 2
1698859520781, 5.390027, 2
1698859520781, 5.575554, 2
1698859520783, 5.754909, 2
1698859520783, 5.928673, 2
1698859520783, 6.097345, 2
1698859520783, 6.261351, 2
1698859520783, 6.421061, 2
1698859520783, 6.576798, 2
1698859520786, 6.728848, 2
1698859520786, 6.877461, 2
1698859520786, 7.022864, 2
1698859520786, 7.165256, 2
1698859520786, 7.304818, 2
1698859520786, 7.441714, 2
1698859520786, 7.576092, 2
1698859520788, 7.708086, 2
1698859520788, 7.837820, 2
1698859520788, 7.965406, 2
1698859520788, 8.090949, 2
1698859520788, 2.000000, 4
1698859520788, 3.000000, 4
1698859520788, 4.000000, 4
1698859520791, 2.000000, 2
1698859520791, 2.500000, 2
1698859520791, 2.900000, 2
1698859520792, 3.244828, 2
1698859520793, 2.000000, 2
1698859520795, 2.000000, 2
1698859520795, 2.500000, 2
1698859520795, 2.900000, 2
1698859520796, 3.244828, 2
1698859520798, 3.553010, 2
1698859520798, 3.834462, 2
1698859520798, 4.095255, 2
1698859520798, 4.339440, 2
